,basket,next_product,proba
8289,"{'TORTELLINI', 'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'CARNE', 'VERDURE', 'RISO', 'PASTA'}",1.0
11244,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'CARNE', 'PIZZA', 'PASTA'}",1.0
11245,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'PASTA'}",1.0
2444,"{'CARNE', 'TORTELLINI', 'LEGUMI', 'RISO'}",{'VERDURE'},1.0
2443,"{'TORTELLINI', 'LEGUMI', 'VERDURE', 'RISO'}",{'CARNE'},1.0
2442,"{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}",{'TORTELLINI'},1.0
11247,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'RISO'}","{'TORTELLINI', 'PIZZA', 'GNOCCHI'}",1.0
7854,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}","{'TORTELLINI', 'VERDURE', 'LEGUMI', 'GNOCCHI'}",1.0
2439,"{'TORTELLINI', 'LEGUMI', 'RISO'}","{'CARNE', 'VERDURE'}",1.0
2438,"{'CARNE', 'LEGUMI', 'RISO'}","{'TORTELLINI', 'VERDURE'}",1.0
11251,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'PIZZA', 'GNOCCHI', 'PASTA'}",1.0
11267,"{'CARNE', 'TORTELLINI', 'PIZZA', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'PASTA'}",1.0
2435,"{'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'TORTELLINI'}",1.0
11252,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}","{'TORTELLINI', 'GNOCCHI', 'PASTA'}",1.0
7858,"{'VERDURE', 'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}",1.0
7859,"{'VERDURE', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",1.0
11260,"{'CARNE', 'TORTELLINI', 'PIZZA', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'RISO'}",1.0
2427,"{'LEGUMI', 'VERDURE', 'RISO'}",{'CARNE'},1.0
2426,"{'CARNE', 'LEGUMI', 'RISO'}",{'VERDURE'},1.0
7861,"{'CARNE', 'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}",1.0
7862,"{'CARNE', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}",1.0
11243,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'CARNE', 'PASTA', 'RISO'}",1.0
11242,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'PASTA'}",1.0
7853,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'VERDURE', 'LEGUMI', 'GNOCCHI', 'PIZZA'}",1.0
2450,"{'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'PASTA'}",1.0
11204,"{'GNOCCHI', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",{'PASTA'},1.0
7846,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'LEGUMI', 'VERDURE'}",1.0
7847,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}","{'LEGUMI', 'GNOCCHI', 'RISO', 'PIZZA'}",1.0
8290,"{'TORTELLINI', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'PIZZA', 'VERDURE', 'PASTA'}",1.0
11213,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'CARNE', 'PIZZA', 'PASTA', 'RISO'}",1.0
11215,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'PIZZA', 'PASTA'}",1.0
7849,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}","{'TORTELLINI', 'LEGUMI', 'GNOCCHI', 'PIZZA'}",1.0
11218,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'GNOCCHI', 'PASTA'}",1.0
2461,"{'CARNE', 'LEGUMI', 'PASTA', 'RISO'}",{'VERDURE'},1.0
2460,"{'LEGUMI', 'VERDURE', 'RISO', 'PASTA'}",{'CARNE'},1.0
7850,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}","{'CARNE', 'LEGUMI', 'GNOCCHI', 'RISO'}",1.0
7851,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}","{'CARNE', 'LEGUMI', 'GNOCCHI', 'PIZZA'}",1.0
2457,"{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}",{'PASTA'},1.0
2456,"{'LEGUMI', 'PASTA', 'RISO'}","{'CARNE', 'VERDURE'}",1.0
11237,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'PASTA'}","{'CARNE', 'PIZZA', 'RISO'}",1.0
7852,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE', 'RISO'}","{'CARNE', 'TORTELLINI', 'LEGUMI', 'GNOCCHI'}",1.0
2453,"{'CARNE', 'LEGUMI', 'RISO'}","{'VERDURE', 'PASTA'}",1.0
11239,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO', 'PASTA'}","{'CARNE', 'TORTELLINI', 'PIZZA'}",1.0
11240,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'PIZZA', 'PASTA', 'RISO'}",1.0
11264,"{'CARNE', 'TORTELLINI', 'PASTA', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}",1.0
2421,"{'VERDURE', 'TORTELLINI', 'RISO', 'PASTA', 'PIZZA'}",{'LEGUMI'},1.0
7825,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'RISO'}",1.0
11283,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'PASTA', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'RISO'}",1.0
2396,"{'LEGUMI', 'RISO', 'PIZZA'}","{'TORTELLINI', 'VERDURE', 'PASTA'}",1.0
2395,"{'TORTELLINI', 'LEGUMI', 'RISO'}","{'PIZZA', 'VERDURE', 'PASTA'}",1.0
11277,"{'GNOCCHI', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'CARNE', 'PASTA'}",1.0
2393,"{'LEGUMI', 'PASTA', 'RISO'}","{'TORTELLINI', 'PIZZA', 'VERDURE'}",1.0
11279,"{'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'PIZZA', 'GNOCCHI'}",1.0
11280,"{'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}","{'TORTELLINI', 'GNOCCHI'}",1.0
2390,"{'LEGUMI', 'VERDURE', 'RISO'}","{'TORTELLINI', 'PIZZA', 'PASTA'}",1.0
7868,"{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}",1.0
11282,"{'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'GNOCCHI', 'PASTA'}",1.0
11284,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",1.0
2420,"{'TORTELLINI', 'RISO', 'LEGUMI', 'PASTA', 'PIZZA'}",{'VERDURE'},1.0
7870,"{'TORTELLINI', 'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}",1.0
2382,"{'TORTELLINI', 'LEGUMI', 'RISO', 'PIZZA'}",{'VERDURE'},1.0
2381,"{'LEGUMI', 'VERDURE', 'RISO', 'PIZZA'}",{'TORTELLINI'},1.0
7871,"{'LEGUMI', 'VERDURE', 'RISO', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
2379,"{'TORTELLINI', 'PIZZA', 'VERDURE', 'RISO'}",{'LEGUMI'},1.0
2378,"{'TORTELLINI', 'LEGUMI', 'VERDURE', 'RISO'}",{'PIZZA'},1.0
2377,"{'LEGUMI', 'RISO', 'PIZZA'}","{'TORTELLINI', 'VERDURE'}",1.0
11287,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'PASTA'}",1.0
11288,"{'CARNE', 'TORTELLINI', 'RISO', 'PASTA', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
11276,"{'GNOCCHI', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'TORTELLINI', 'PASTA'}",1.0
11275,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI'}","{'PIZZA', 'PASTA'}",1.0
11274,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'PASTA', 'RISO'}",1.0
11273,"{'GNOCCHI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}","{'CARNE', 'TORTELLINI'}",1.0
2419,"{'VERDURE', 'TORTELLINI', 'RISO', 'LEGUMI', 'PIZZA'}",{'PASTA'},1.0
2418,"{'VERDURE', 'RISO', 'LEGUMI', 'PASTA', 'PIZZA'}",{'TORTELLINI'},1.0
2417,"{'VERDURE', 'TORTELLINI', 'RISO', 'LEGUMI', 'PASTA'}",{'PIZZA'},1.0
7863,"{'TORTELLINI', 'LEGUMI', 'GNOCCHI', 'PIZZA'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}",1.0
11268,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'PIZZA', 'RISO'}",1.0
2414,"{'TORTELLINI', 'PIZZA', 'VERDURE', 'RISO'}","{'LEGUMI', 'PASTA'}",1.0
7864,"{'TORTELLINI', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}",1.0
2412,"{'TORTELLINI', 'VERDURE', 'RISO', 'PASTA'}","{'LEGUMI', 'PIZZA'}",1.0
2411,"{'TORTELLINI', 'LEGUMI', 'RISO', 'PIZZA'}","{'VERDURE', 'PASTA'}",1.0
2410,"{'LEGUMI', 'PASTA', 'RISO', 'PIZZA'}","{'TORTELLINI', 'VERDURE'}",1.0
2409,"{'TORTELLINI', 'LEGUMI', 'PASTA', 'RISO'}","{'PIZZA', 'VERDURE'}",1.0
11270,"{'GNOCCHI', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'TORTELLINI', 'PIZZA'}",1.0
2407,"{'LEGUMI', 'VERDURE', 'RISO', 'PIZZA'}","{'TORTELLINI', 'PASTA'}",1.0
2406,"{'TORTELLINI', 'LEGUMI', 'VERDURE', 'RISO'}","{'PIZZA', 'PASTA'}",1.0
7865,"{'LEGUMI', 'GNOCCHI', 'RISO', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",1.0
2404,"{'LEGUMI', 'VERDURE', 'RISO', 'PASTA'}","{'TORTELLINI', 'PIZZA'}",1.0
8288,"{'CARNE', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'VERDURE', 'PASTA'}",1.0
11271,"{'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}","{'CARNE', 'RISO'}",1.0
11272,"{'GNOCCHI', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'CARNE', 'PIZZA'}",1.0
2470,"{'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'TORTELLINI', 'PASTA'}",1.0
11203,"{'GNOCCHI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}",{'TORTELLINI'},1.0
11202,"{'GNOCCHI', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}",{'PIZZA'},1.0
2532,"{'LEGUMI', 'RISO', 'PIZZA'}","{'CARNE', 'VERDURE', 'PASTA'}",1.0
2541,"{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}","{'PIZZA', 'PASTA'}",1.0
7830,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'TORTELLINI', 'PIZZA', 'GNOCCHI'}",1.0
2539,"{'LEGUMI', 'VERDURE', 'RISO', 'PASTA'}","{'CARNE', 'PIZZA'}",1.0
7831,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}","{'VERDURE', 'PIZZA', 'GNOCCHI', 'RISO'}",1.0
11147,"{'GNOCCHI', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'CARNE', 'VERDURE'}",1.0
11148,"{'VERDURE', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'GNOCCHI', 'RISO'}",1.0
11149,"{'VERDURE', 'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI'}","{'PIZZA', 'GNOCCHI'}",1.0
11150,"{'VERDURE', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'TORTELLINI', 'GNOCCHI'}",1.0
11151,"{'VERDURE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'CARNE', 'GNOCCHI'}",1.0
2531,"{'CARNE', 'LEGUMI', 'RISO'}","{'PIZZA', 'VERDURE', 'PASTA'}",1.0
2473,"{'LEGUMI', 'PASTA', 'RISO'}","{'CARNE', 'TORTELLINI', 'VERDURE'}",1.0
11152,"{'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'VERDURE', 'GNOCCHI'}",1.0
2529,"{'LEGUMI', 'PASTA', 'RISO'}","{'CARNE', 'PIZZA', 'VERDURE'}",1.0
11153,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'RISO'}",1.0
7832,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PIZZA'}","{'TORTELLINI', 'VERDURE', 'GNOCCHI', 'RISO'}",1.0
2526,"{'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'PIZZA', 'PASTA'}",1.0
7833,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}","{'TORTELLINI', 'VERDURE', 'PIZZA', 'GNOCCHI'}",1.0
7834,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PIZZA'}","{'CARNE', 'VERDURE', 'GNOCCHI', 'RISO'}",1.0
11156,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'RISO', 'PIZZA'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI'}",1.0
11157,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",1.0
2542,"{'LEGUMI', 'VERDURE', 'RISO', 'PIZZA'}","{'CARNE', 'PASTA'}",1.0
11146,"{'GNOCCHI', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'TORTELLINI', 'VERDURE'}",1.0
2544,"{'CARNE', 'LEGUMI', 'PASTA', 'RISO'}","{'PIZZA', 'VERDURE'}",1.0
2545,"{'LEGUMI', 'PASTA', 'RISO', 'PIZZA'}","{'CARNE', 'VERDURE'}",1.0
2564,"{'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'TORTELLINI', 'PIZZA'}",1.0
7826,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'PIZZA', 'VERDURE'}",1.0
7827,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE'}","{'TORTELLINI', 'PIZZA', 'GNOCCHI', 'RISO'}",1.0
11136,"{'TORTELLINI', 'PIZZA', 'VERDURE', 'RISO'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
11137,"{'CARNE', 'TORTELLINI', 'PIZZA', 'RISO'}","{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
11138,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}","{'PIZZA', 'RISO'}",1.0
7964,"{'VERDURE', 'GNOCCHI', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'TORTELLINI', 'LEGUMI'}",1.0
11140,"{'VERDURE', 'GNOCCHI', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI'}","{'TORTELLINI', 'PIZZA'}",1.0
11141,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'CARNE', 'RISO'}",1.0
2555,"{'CARNE', 'RISO', 'LEGUMI', 'PASTA', 'PIZZA'}",{'VERDURE'},1.0
2554,"{'VERDURE', 'CARNE', 'RISO', 'LEGUMI', 'PIZZA'}",{'PASTA'},1.0
2553,"{'VERDURE', 'RISO', 'LEGUMI', 'PASTA', 'PIZZA'}",{'CARNE'},1.0
2552,"{'VERDURE', 'CARNE', 'RISO', 'LEGUMI', 'PASTA'}",{'PIZZA'},1.0
7829,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'VERDURE', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'GNOCCHI', 'RISO'}",1.0
11142,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI'}","{'CARNE', 'PIZZA'}",1.0
11143,"{'VERDURE', 'GNOCCHI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'CARNE', 'TORTELLINI'}",1.0
11144,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}","{'VERDURE', 'RISO'}",1.0
11145,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI'}","{'PIZZA', 'VERDURE'}",1.0
2546,"{'CARNE', 'LEGUMI', 'RISO', 'PIZZA'}","{'VERDURE', 'PASTA'}",1.0
11158,"{'VERDURE', 'CARNE', 'TORTELLINI', 'RISO', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
11159,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",{'RISO'},1.0
11160,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI'}",{'PIZZA'},1.0
8291,"{'LEGUMI', 'GNOCCHI', 'RISO', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'PASTA'}",1.0
11186,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'PASTA'}","{'PIZZA', 'RISO'}",1.0
7840,"{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'LEGUMI', 'PIZZA'}",1.0
2491,"{'CARNE', 'TORTELLINI', 'LEGUMI', 'RISO'}","{'VERDURE', 'PASTA'}",1.0
2490,"{'TORTELLINI', 'LEGUMI', 'PASTA', 'RISO'}","{'CARNE', 'VERDURE'}",1.0
2489,"{'CARNE', 'LEGUMI', 'PASTA', 'RISO'}","{'TORTELLINI', 'VERDURE'}",1.0
11188,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO', 'PASTA'}","{'TORTELLINI', 'PIZZA'}",1.0
2487,"{'TORTELLINI', 'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'PASTA'}",1.0
2486,"{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}","{'TORTELLINI', 'PASTA'}",1.0
11189,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'PASTA', 'RISO'}",1.0
2484,"{'LEGUMI', 'VERDURE', 'RISO', 'PASTA'}","{'CARNE', 'TORTELLINI'}",1.0
11190,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'PIZZA', 'PASTA'}",1.0
11191,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'PASTA'}",1.0
7841,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'LEGUMI', 'VERDURE', 'RISO', 'PIZZA'}",1.0
7843,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'LEGUMI', 'VERDURE', 'PIZZA'}",1.0
7844,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}",1.0
7845,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'CARNE', 'LEGUMI', 'VERDURE', 'PIZZA'}",1.0
2476,"{'TORTELLINI', 'LEGUMI', 'RISO'}","{'CARNE', 'VERDURE', 'PASTA'}",1.0
2475,"{'CARNE', 'LEGUMI', 'RISO'}","{'TORTELLINI', 'VERDURE', 'PASTA'}",1.0
11201,"{'GNOCCHI', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}",{'RISO'},1.0
2494,"{'TORTELLINI', 'VERDURE', 'RISO', 'PASTA'}","{'CARNE', 'LEGUMI'}",1.0
2496,"{'CARNE', 'TORTELLINI', 'PASTA', 'RISO'}","{'LEGUMI', 'VERDURE'}",1.0
2518,"{'CARNE', 'LEGUMI', 'RISO', 'PIZZA'}",{'VERDURE'},1.0
7838,"{'TORTELLINI', 'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'CARNE', 'LEGUMI', 'RISO', 'PIZZA'}",1.0
2517,"{'LEGUMI', 'VERDURE', 'RISO', 'PIZZA'}",{'CARNE'},1.0
7835,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO'}","{'CARNE', 'VERDURE', 'PIZZA', 'GNOCCHI'}",1.0
11161,"{'VERDURE', 'GNOCCHI', 'CARNE', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",{'TORTELLINI'},1.0
2514,"{'CARNE', 'LEGUMI', 'VERDURE', 'RISO'}",{'PIZZA'},1.0
2513,"{'LEGUMI', 'RISO', 'PIZZA'}","{'CARNE', 'VERDURE'}",1.0
11162,"{'VERDURE', 'GNOCCHI', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",{'CARNE'},1.0
11163,"{'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",{'VERDURE'},1.0
2510,"{'CARNE', 'LEGUMI', 'RISO'}","{'PIZZA', 'VERDURE'}",1.0
7836,"{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'RISO', 'PIZZA'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'GNOCCHI'}",1.0
11164,"{'VERDURE', 'CARNE', 'TORTELLINI', 'RISO', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",{'GNOCCHI'},1.0
2507,"{'LEGUMI', 'VERDURE', 'RISO'}","{'CARNE', 'PIZZA'}",1.0
11165,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'RISO', 'PIZZA'}",{'CROSTACEI_E_MOLLUSCHI'},1.0
11171,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'PIZZA', 'PASTA', 'RISO'}",1.0
11173,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'PASTA'}",1.0
2502,"{'VERDURE', 'CARNE', 'TORTELLINI', 'RISO', 'PASTA'}",{'LEGUMI'},1.0
2501,"{'CARNE', 'TORTELLINI', 'RISO', 'LEGUMI', 'PASTA'}",{'VERDURE'},1.0
2500,"{'VERDURE', 'CARNE', 'TORTELLINI', 'RISO', 'LEGUMI'}",{'PASTA'},1.0
2499,"{'VERDURE', 'TORTELLINI', 'RISO', 'LEGUMI', 'PASTA'}",{'CARNE'},1.0
2498,"{'VERDURE', 'CARNE', 'RISO', 'LEGUMI', 'PASTA'}",{'TORTELLINI'},1.0
10944,"{'CARNE', 'TORTELLINI', 'PASTA', 'RISO'}","{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
2816,"{'LEGUMI', 'VERDURE'}",{'PASTA'},1.0
10942,"{'TORTELLINI', 'VERDURE', 'RISO', 'PASTA'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",1.0
3100,"{'GNOCCHI', 'PESCE'}",{'RISO'},1.0
10686,"{'VERDURE', 'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}",{'GNOCCHI'},1.0
10687,"{'VERDURE', 'GNOCCHI', 'CARNE', 'TORTELLINI', 'PASTA', 'PIZZA'}",{'CROSTACEI_E_MOLLUSCHI'},1.0
3107,"{'TORTELLINI', 'GNOCCHI', 'PESCE'}",{'RISO'},1.0
10692,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",{'RISO'},1.0
10695,"{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'RISO'}",{'TORTELLINI'},1.0
